Customer_ID,Gender,Age,Country,Subscription_Plan,Monthly_Charges,Account_Age_Months,Watch_Hours_Per_Month,Favorite_Genre,Devices_Used,Profiles_Created,Downloads_Per_Month,Support_Tickets,Payment_Failures,Last_Login_Days_Ago,Satisfaction_Score,Auto_Renewal,Churn,Age_Category
CUST15197,Female,38 ,UK,Basic,199,30,32,Romance,2,1,28,4,0,34,6,Yes,No,Adult
CUST15198,Male,34 ,South Korea,Standard,499,12,38,Horror,1,3,35,0,2,66,7,Yes,No,Adult
CUST15199,Male,54 ,Australia,Standard,499,67,35,Drama,4,4,21,4,0,113,6,Yes,No,Middle Aged
CUST15200,Female,58 ,Brazil,Standard,499,34,39,Comedy,1,2,41,8,0,54,2,Yes,Yes,Senior
CUST15201,Male,19 ,France,Standard,499,49,49,Sci-Fi,3,1,48,5,5,114,8,No,Yes,Young
CUST15202,Female,23 ,USA,Premium,649,54,28,Thriller,2,5,50,7,1,60,6,Yes,No,Young
CUST15203,Female,48 ,Germany,Standard,499,6,33,Drama,2,3,46,2,5,47,7,Yes,Yes,Middle Aged
CUST15204,Male,53 ,India,Basic,199,46,69,Thriller,2,4,26,8,3,110,4,Yes,Yes,Middle Aged
CUST15205,Male,32 ,South Korea,Basic,199,59,38,Thriller,5,4,46,7,2,4,8,No,No,Adult
CUST15206,Female,66 ,Brazil,Premium,649,60,59,Drama,1,2,7,3,3,34,7,Yes,No,Senior
CUST15207,Male,28 ,Brazil,Standard,499,20,97,Thriller,2,3,18,8,3,69,6,No,Yes,Adult
CUST15208,Female,43 ,Canada,Premium,649,67,11,Sci-Fi,5,2,19,1,4,16,8,Yes,Yes,Middle Aged
CUST15209,Female,68 ,Australia,Standard,499,20,53,Thriller,4,5,42,2,2,89,6,No,No,Senior
CUST15210,Female,51 ,UK,Premium,649,25,59,Action,3,2,35,7,4,62,4,No,Yes,Middle Aged
CUST15211,Female,22 ,Germany,Standard,499,50,66,Drama,4,3,21,4,3,76,4,No,Yes,Young
CUST15212,Male,19 ,USA,Premium,649,40,35,Sci-Fi,2,4,34,8,0,75,3,Yes,Yes,Young
CUST15213,Female,36 ,France,Standard,499,17,42,Action,4,3,20,4,4,62,5,No,Yes,Adult
CUST15214,Male,55 ,UK,Premium,649,30,31,Thriller,1,4,49,8,0,84,10,No,No,Middle Aged
CUST15215,Male,32 ,France,Standard,499,60,56,Sci-Fi,3,1,23,8,5,30,8,No,No,Adult
CUST15216,Male,57 ,Germany,Basic,199,63,48,Thriller,2,1,11,0,5,55,6,No,Yes,Senior
CUST15217,Female,40 ,India,Premium,649,42,50,Sci-Fi,4,3,17,1,5,2,4,Yes,Yes,Adult
CUST15218,Female,36 ,South Korea,Standard,499,35,33,Action,4,3,28,0,0,20,10,No,No,Adult
CUST15219,Male,49 ,France,Premium,649,4,54,Comedy,3,5,44,1,0,99,3,Yes,Yes,Middle Aged
CUST15220,Female,36 ,USA,Basic,199,20,39,Comedy,5,2,12,0,3,23,1,No,Yes,Adult
CUST15221,Female,47 ,UK,Standard,499,9,31,Sci-Fi,1,3,46,2,4,53,6,No,Yes,Middle Aged
CUST15222,Female,31 ,Germany,Standard,499,4,30,Thriller,4,3,11,5,3,26,2,No,Yes,Adult
CUST15223,Male,55 ,Australia,Premium,649,17,4,Horror,1,5,49,5,2,49,5,Yes,Yes,Middle Aged
CUST15224,Male,23 ,India,Standard,499,28,56,Comedy,3,4,9,7,2,22,1,No,Yes,Young
CUST15225,Male,47 ,India,Standard,499,65,23,Action,2,2,35,0,1,97,8,Yes,No,Middle Aged
CUST15226,Male,69 ,France,Premium,649,21,55,Documentary,5,5,15,5,4,13,9,No,No,Senior
CUST15227,Male,43 ,USA,Basic,199,43,0,Documentary,3,2,45,7,4,108,2,No,Yes,Middle Aged
CUST15228,Female,27 ,South Korea,Premium,649,53,49,Comedy,1,4,11,0,2,50,1,Yes,Yes,Adult
CUST15229,Male,45 ,Japan,Basic,199,68,6,Romance,5,5,41,5,4,58,5,Yes,Yes,Middle Aged
CUST15230,Male,18 ,Canada,Basic,199,33,56,Horror,1,3,29,2,5,3,10,Yes,No,Young
CUST15231,Male,31 ,UK,Basic,199,6,30,Thriller,3,5,8,7,0,8,3,No,Yes,Adult
CUST15232,Female,28 ,India,Standard,499,15,41,Comedy,1,1,24,3,5,66,6,No,Yes,Adult
CUST15233,Female,32 ,Germany,Premium,649,19,43,Thriller,1,3,23,5,0,45,4,No,Yes,Adult
CUST15234,Male,67 ,Canada,Premium,649,6,53,Comedy,4,4,39,2,5,80,4,Yes,Yes,Senior
CUST15235,Male,50 ,Australia,Basic,199,12,44,Horror,1,4,35,6,4,100,5,Yes,Yes,Middle Aged
CUST15236,Male,40 ,India,Basic,199,68,47,Comedy,1,2,39,2,2,19,3,No,Yes,Adult
CUST15237,Male,65 ,Japan,Standard,499,51,40,Sci-Fi,5,5,49,8,2,43,8,No,No,Senior
CUST15238,Male,61 ,Brazil,Basic,199,20,76,Sci-Fi,3,3,29,5,0,68,1,Yes,Yes,Senior
CUST15239,Female,62 ,France,Basic,199,46,72,Thriller,1,3,39,7,5,15,2,Yes,Yes,Senior
CUST15240,Male,64 ,India,Basic,199,47,72,Horror,2,1,23,7,3,114,7,Yes,Yes,Senior
CUST15241,Male,29 ,USA,Premium,649,9,47,Sci-Fi,3,3,44,3,1,98,6,No,No,Adult
CUST15242,Female,59 ,Canada,Standard,499,2,9,Documentary,3,5,6,8,5,34,8,No,Yes,Senior
CUST15243,Female,40 ,Australia,Standard,499,23,45,Romance,1,1,12,1,4,71,6,Yes,Yes,Adult
CUST15244,Male,56 ,UK,Basic,199,41,0,Action,3,3,12,5,0,52,10,No,Yes,Senior
CUST15245,Female,64 ,Canada,Premium,649,14,67,Romance,1,4,31,7,3,101,4,No,Yes,Senior
CUST15246,Female,67 ,Germany,Basic,199,27,62,Horror,4,1,50,8,3,4,5,Yes,No,Senior
CUST15247,Male,43 ,UK,Premium,649,33,17,Drama,4,5,38,2,1,60,6,No,No,Middle Aged
CUST15248,Male,67 ,India,Standard,499,22,31,Drama,2,3,49,8,0,58,1,No,Yes,Senior
CUST15249,Female,65 ,Brazil,Basic,199,46,39,Horror,3,3,10,4,2,50,7,No,No,Senior
CUST15250,Female,45 ,Australia,Standard,499,53,20,Drama,5,3,41,3,3,89,7,Yes,Yes,Middle Aged
CUST15251,Female,68 ,Japan,Basic,199,7,79,Horror,3,5,38,3,5,7,5,No,No,Senior
CUST15252,Male,34 ,Australia,Basic,199,70,74,Horror,1,4,0,3,1,83,6,No,No,Adult
CUST15253,Female,45 ,Germany,Basic,199,33,49,Comedy,4,5,47,7,2,48,10,Yes,No,Middle Aged
CUST15254,Male,41 ,Canada,Premium,649,13,46,Romance,4,5,32,7,0,70,4,No,Yes,Middle Aged
CUST15255,Male,47 ,UK,Standard,499,68,33,Horror,5,2,31,1,2,113,5,Yes,No,Middle Aged
CUST15256,Male,31 ,Brazil,Standard,499,60,32,Thriller,1,4,38,0,2,99,3,Yes,Yes,Adult
CUST15257,Female,62 ,USA,Standard,499,10,18,Action,4,2,5,7,2,63,4,Yes,Yes,Senior
CUST15258,Female,20 ,Brazil,Basic,199,31,23,Comedy,2,1,23,2,5,109,5,Yes,Yes,Young
CUST15259,Female,64 ,India,Premium,649,67,55,Thriller,1,1,1,5,5,17,4,No,Yes,Senior
CUST15260,Female,28 ,UK,Premium,649,6,48,Romance,4,3,23,1,4,0,8,No,No,Adult
CUST15261,Female,31 ,Brazil,Basic,199,62,36,Comedy,4,2,19,7,5,68,3,No,Yes,Adult
CUST15262,Male,46 ,Canada,Standard,499,32,83,Documentary,5,4,20,1,1,116,1,Yes,Yes,Middle Aged
CUST15263,Male,48 ,Japan,Standard,499,47,36,Thriller,1,4,37,8,1,56,4,Yes,Yes,Middle Aged
CUST15264,Male,22 ,Germany,Standard,499,28,37,Thriller,4,4,42,5,2,87,2,Yes,Yes,Young
CUST15265,Male,65 ,Germany,Standard,499,50,70,Romance,4,5,45,4,4,18,4,Yes,Yes,Senior
CUST15266,Male,67 ,South Korea,Basic,199,19,24,Documentary,2,3,38,4,1,61,10,No,No,Senior
CUST15267,Male,48 ,UK,Premium,649,9,37,Comedy,2,4,39,7,2,35,3,Yes,No,Middle Aged
CUST15268,Female,38 ,France,Basic,199,3,51,Comedy,1,1,38,7,2,91,1,Yes,Yes,Adult
CUST15269,Female,63 ,Japan,Standard,499,8,31,Horror,3,5,45,3,2,58,8,No,No,Senior
CUST15270,Male,41 ,Brazil,Premium,649,45,66,Thriller,4,3,24,4,5,67,6,Yes,Yes,Middle Aged
CUST15271,Male,29 ,France,Basic,199,70,36,Thriller,5,2,12,7,2,97,6,Yes,No,Adult
CUST15272,Female,62 ,France,Basic,199,12,53,Comedy,3,5,18,2,3,120,7,Yes,Yes,Senior
CUST15273,Male,33 ,USA,Basic,199,53,68,Documentary,5,2,9,1,5,3,4,No,Yes,Adult
CUST15274,Male,36 ,France,Basic,199,41,76,Documentary,5,4,30,8,5,78,5,Yes,Yes,Adult
CUST15275,Male,51 ,Brazil,Basic,199,43,24,Horror,2,3,24,7,2,70,9,No,No,Middle Aged
CUST15276,Female,26 ,Germany,Basic,199,57,48,Documentary,5,4,13,2,3,36,9,No,No,Adult
CUST15277,Male,70 ,South Korea,Premium,649,22,62,Horror,2,3,16,1,1,104,5,No,No,Senior
CUST15278,Male,51 ,USA,Standard,499,66,73,Romance,1,2,15,2,4,43,10,No,No,Middle Aged
CUST15279,Male,21 ,USA,Premium,649,15,17,Thriller,5,5,39,5,5,57,10,No,Yes,Young
CUST15280,Male,37 ,France,Basic,199,56,25,Drama,5,5,0,4,4,66,9,Yes,Yes,Adult
CUST15281,Female,54 ,Canada,Premium,649,14,90,Drama,5,1,29,2,1,72,6,Yes,No,Middle Aged
CUST15282,Male,25 ,France,Standard,499,22,84,Thriller,5,3,40,8,2,56,1,Yes,Yes,Adult
CUST15283,Female,32 ,South Korea,Premium,649,2,50,Comedy,2,2,32,5,1,78,3,Yes,Yes,Adult
CUST15284,Female,18 ,France,Basic,199,7,43,Sci-Fi,5,2,35,7,0,12,10,No,No,Young
CUST15285,Female,40 ,Brazil,Standard,499,59,26,Documentary,1,2,35,8,3,71,9,No,Yes,Adult
CUST15286,Female,46 ,Germany,Standard,499,66,72,Comedy,2,1,23,8,1,11,3,No,Yes,Middle Aged
CUST15287,Male,31 ,France,Premium,649,45,41,Action,5,2,4,3,0,99,2,No,Yes,Adult
CUST15288,Male,47 ,Australia,Premium,649,72,24,Thriller,3,2,2,4,4,30,10,Yes,No,Middle Aged
CUST15289,Male,33 ,Germany,Premium,649,41,34,Documentary,2,5,17,8,0,60,3,Yes,Yes,Adult
CUST15290,Male,37 ,India,Premium,649,5,9,Horror,4,2,17,7,0,41,1,Yes,Yes,Adult
CUST15291,Male,38 ,Brazil,Basic,199,64,40,Action,3,2,13,4,4,14,5,Yes,No,Adult
CUST15292,Male,70 ,Canada,Premium,649,25,43,Drama,3,3,21,2,0,86,2,Yes,Yes,Senior
CUST15293,Female,30 ,Australia,Basic,199,62,38,Drama,1,1,36,6,2,87,1,No,Yes,Adult
CUST15294,Female,19 ,France,Premium,649,2,55,Drama,4,3,9,2,1,106,10,Yes,No,Young
CUST15295,Female,59 ,Germany,Standard,499,60,35,Comedy,5,1,17,1,2,64,3,Yes,Yes,Senior
CUST15296,Male,27 ,Australia,Premium,649,18,33,Horror,4,5,20,5,4,4,7,Yes,No,Adult
CUST15297,Female,40 ,Brazil,Basic,199,16,48,Romance,3,1,22,2,0,74,2,No,Yes,Adult
CUST15298,Female,48 ,USA,Premium,649,65,24,Horror,1,2,3,0,0,27,6,No,No,Middle Aged
CUST15299,Male,30 ,India,Premium,649,51,44,Drama,5,4,30,4,3,102,9,No,Yes,Adult
CUST15300,Male,62 ,Germany,Premium,649,43,61,Horror,2,4,20,7,0,75,2,Yes,Yes,Senior
CUST15301,Male,42 ,Canada,Standard,499,61,33,Sci-Fi,5,5,25,3,3,2,3,Yes,Yes,Middle Aged
CUST15302,Female,25 ,South Korea,Basic,199,25,58,Comedy,5,1,15,4,0,99,10,Yes,No,Adult
CUST15303,Male,56 ,Canada,Standard,499,14,63,Drama,5,1,43,1,4,90,2,No,Yes,Senior
CUST15304,Male,24 ,USA,Standard,499,19,54,Drama,4,4,24,4,3,94,4,No,Yes,Young
CUST15305,Female,70 ,USA,Basic,199,33,44,Horror,3,3,25,6,3,116,7,No,Yes,Senior
CUST15306,Male,19 ,India,Standard,499,6,48,Romance,2,5,48,5,3,75,2,No,Yes,Young
CUST15307,Male,60 ,Germany,Standard,499,3,66,Romance,3,2,19,1,1,1,4,Yes,No,Senior
CUST15308,Male,35 ,Brazil,Standard,499,25,15,Drama,1,2,16,2,2,98,1,No,Yes,Adult
CUST15309,Female,19 ,UK,Premium,649,47,49,Horror,3,2,20,1,2,89,7,No,No,Young
CUST15310,Female,52 ,UK,Standard,499,26,45,Romance,1,3,35,2,2,108,10,Yes,No,Middle Aged
CUST15311,Male,59 ,Canada,Standard,499,71,1,Sci-Fi,5,5,24,2,5,90,8,No,Yes,Senior
CUST15312,Female,36 ,USA,Premium,649,40,18,Documentary,5,1,17,6,1,94,1,No,Yes,Adult
CUST15313,Female,23 ,Germany,Premium,649,68,50,Sci-Fi,2,4,10,6,3,72,4,Yes,Yes,Young
CUST15314,Female,63 ,South Korea,Standard,499,41,52,Horror,4,3,23,0,2,103,1,Yes,Yes,Senior
CUST15315,Female,64 ,India,Standard,499,62,40,Thriller,2,1,9,2,4,112,2,No,Yes,Senior
CUST15316,Female,54 ,Brazil,Standard,499,7,1,Romance,3,1,21,4,2,98,7,Yes,Yes,Middle Aged
CUST15317,Female,52 ,Germany,Basic,199,40,48,Horror,1,5,32,0,4,12,1,No,Yes,Middle Aged
CUST15318,Male,45 ,Brazil,Standard,499,18,44,Action,2,2,22,3,5,30,6,Yes,No,Middle Aged
CUST15319,Female,27 ,Australia,Standard,499,52,58,Sci-Fi,2,3,37,3,5,84,3,Yes,Yes,Adult
CUST15320,Male,30 ,India,Premium,649,69,59,Drama,3,5,5,4,4,23,1,No,Yes,Adult
CUST15321,Female,41 ,Australia,Premium,649,36,45,Romance,3,1,35,6,1,18,8,Yes,No,Middle Aged
CUST15322,Female,25 ,Brazil,Basic,199,69,25,Action,4,4,42,7,2,45,7,No,No,Adult
CUST15323,Male,61 ,Australia,Basic,199,45,47,Horror,5,1,21,4,1,65,4,No,Yes,Senior
CUST15324,Male,42 ,USA,Basic,199,42,67,Comedy,1,3,18,8,4,106,8,Yes,Yes,Middle Aged
CUST15325,Female,59 ,Canada,Premium,649,66,51,Drama,1,1,39,4,1,59,4,Yes,Yes,Senior
CUST15326,Female,61 ,France,Basic,199,2,69,Romance,5,2,3,4,0,34,3,No,Yes,Senior
CUST15327,Male,29 ,South Korea,Standard,499,68,29,Horror,2,1,28,6,3,30,5,No,No,Adult
CUST15328,Female,69 ,Brazil,Basic,199,21,29,Drama,4,2,21,8,4,52,1,No,Yes,Senior
CUST15329,Female,37 ,USA,Basic,199,72,35,Romance,3,2,12,2,1,91,4,No,Yes,Adult
CUST15330,Female,24 ,Canada,Basic,199,70,35,Romance,2,3,39,7,0,97,2,No,Yes,Young
CUST15331,Male,41 ,India,Standard,499,40,79,Romance,1,1,27,5,1,38,1,No,Yes,Middle Aged
CUST15332,Male,51 ,South Korea,Standard,499,2,43,Thriller,4,5,24,6,5,105,2,No,Yes,Middle Aged
CUST15333,Male,36 ,India,Premium,649,67,43,Comedy,5,3,30,4,5,55,1,Yes,Yes,Adult
CUST15334,Female,40 ,UK,Standard,499,15,5,Action,2,2,22,2,4,43,10,Yes,Yes,Adult
CUST15335,Male,56 ,Germany,Standard,499,46,24,Romance,3,2,1,8,3,79,6,No,Yes,Senior
CUST15336,Female,55 ,France,Premium,649,23,42,Documentary,3,1,23,1,2,95,6,No,No,Middle Aged
CUST15337,Female,32 ,Canada,Premium,649,55,23,Action,1,5,3,8,4,106,2,No,Yes,Adult
CUST15338,Male,58 ,Australia,Premium,649,54,67,Action,5,2,7,4,5,118,1,No,Yes,Senior
CUST15339,Female,59 ,Canada,Standard,499,30,44,Comedy,2,2,50,6,4,105,2,No,Yes,Senior
CUST15340,Male,47 ,India,Basic,199,33,32,Romance,4,4,44,2,2,22,8,Yes,No,Middle Aged
CUST15341,Male,59 ,South Korea,Basic,199,6,48,Romance,3,1,10,6,0,36,8,No,No,Senior
CUST15342,Male,43 ,India,Standard,499,13,67,Comedy,2,1,34,1,5,94,4,No,Yes,Middle Aged
CUST15343,Male,62 ,South Korea,Basic,199,46,63,Thriller,4,2,15,6,1,80,8,Yes,No,Senior
CUST15344,Male,37 ,USA,Standard,499,35,41,Comedy,2,3,22,3,4,15,2,No,Yes,Adult
CUST15345,Female,38 ,Australia,Basic,199,11,38,Sci-Fi,1,2,6,0,3,10,7,Yes,No,Adult
CUST15346,Female,58 ,Japan,Standard,499,21,53,Documentary,4,2,39,6,0,41,4,Yes,No,Senior
CUST15347,Male,42 ,UK,Premium,649,17,22,Comedy,1,2,9,7,4,33,3,Yes,Yes,Middle Aged
CUST15348,Male,50 ,India,Standard,499,45,20,Documentary,1,5,18,7,2,64,10,Yes,No,Middle Aged
CUST15349,Male,28 ,Germany,Standard,499,67,62,Thriller,4,2,29,7,1,33,2,No,Yes,Adult
CUST15350,Male,37 ,Germany,Basic,199,22,34,Comedy,1,2,10,3,3,15,1,No,Yes,Adult
CUST15351,Male,20 ,Germany,Basic,199,58,50,Thriller,3,2,43,5,1,11,9,No,No,Young
CUST15352,Male,37 ,Australia,Basic,199,8,26,Sci-Fi,2,4,5,5,3,30,9,No,No,Adult
CUST15353,Female,30 ,UK,Standard,499,29,66,Sci-Fi,3,3,21,2,4,77,9,Yes,Yes,Adult
CUST15354,Female,20 ,India,Basic,199,31,39,Romance,1,1,47,3,4,4,9,No,No,Young
CUST15355,Male,53 ,Brazil,Basic,199,57,85,Drama,5,3,1,3,1,68,10,No,No,Middle Aged
CUST15356,Female,27 ,Germany,Premium,649,62,55,Romance,2,2,22,2,5,28,10,Yes,No,Adult
CUST15357,Male,26 ,Australia,Standard,499,56,61,Drama,2,3,18,8,4,62,10,No,Yes,Adult
CUST15358,Female,45 ,Japan,Basic,199,5,40,Romance,2,2,9,5,1,25,2,No,Yes,Middle Aged
CUST15359,Male,69 ,South Korea,Standard,499,29,75,Comedy,1,5,13,6,4,23,5,No,No,Senior
CUST15360,Female,50 ,India,Standard,499,2,52,Romance,2,2,15,6,4,109,8,Yes,Yes,Middle Aged
CUST15361,Female,38 ,USA,Premium,649,29,6,Thriller,4,2,25,6,4,63,8,No,Yes,Adult
CUST15362,Female,19 ,Japan,Standard,499,44,39,Romance,5,3,42,7,0,76,2,No,Yes,Young
CUST15363,Male,21 ,Japan,Standard,499,25,13,Romance,1,1,37,7,0,15,10,No,No,Young
CUST15364,Female,33 ,USA,Premium,649,32,26,Documentary,1,2,21,6,4,61,2,No,Yes,Adult
CUST15365,Female,64 ,France,Standard,499,47,50,Drama,1,1,16,0,0,71,1,No,Yes,Senior
CUST15366,Male,38 ,Australia,Premium,649,14,63,Thriller,1,1,10,8,4,75,1,Yes,Yes,Adult
CUST15367,Female,63 ,Australia,Standard,499,35,70,Documentary,5,2,46,0,2,57,5,No,No,Senior
CUST15368,Female,21 ,Canada,Basic,199,19,44,Documentary,4,5,25,4,2,21,10,No,No,Young
CUST15369,Male,35 ,Australia,Standard,499,17,43,Thriller,1,3,7,7,4,66,10,Yes,Yes,Adult
CUST15370,Female,41 ,Japan,Basic,199,52,33,Documentary,5,1,33,5,5,69,9,No,Yes,Middle Aged
CUST15371,Male,25 ,Canada,Standard,499,62,36,Drama,4,1,46,7,1,66,9,No,No,Adult
CUST15372,Male,43 ,USA,Premium,649,28,25,Romance,1,2,19,2,4,38,2,No,Yes,Middle Aged
CUST15373,Male,49 ,Australia,Standard,499,3,31,Sci-Fi,4,4,39,7,5,88,4,Yes,Yes,Middle Aged
CUST15374,Female,31 ,Brazil,Standard,499,12,42,Action,2,3,8,3,2,65,8,No,No,Adult
CUST15375,Female,24 ,Canada,Standard,499,66,21,Documentary,3,4,0,6,2,26,6,No,No,Young
CUST15376,Female,43 ,Germany,Standard,499,26,17,Horror,5,4,43,3,2,119,2,No,Yes,Middle Aged
CUST15377,Male,41 ,Germany,Standard,499,72,44,Thriller,1,4,38,1,2,51,9,Yes,No,Middle Aged
CUST15378,Male,24 ,UK,Premium,649,62,27,Horror,5,5,43,5,5,50,3,Yes,Yes,Young
CUST15379,Female,18 ,Canada,Standard,499,21,0,Thriller,4,3,39,2,2,83,2,No,Yes,Young
CUST15380,Female,34 ,India,Standard,499,16,44,Horror,3,4,35,6,2,96,7,Yes,No,Adult
CUST15381,Female,35 ,France,Premium,649,68,18,Documentary,4,2,50,3,1,98,8,No,No,Adult
CUST15382,Female,47 ,Canada,Standard,499,18,18,Thriller,2,3,44,7,3,112,3,No,Yes,Middle Aged
CUST15383,Female,25 ,Brazil,Basic,199,15,37,Drama,5,1,20,1,0,114,5,Yes,No,Adult
CUST15384,Female,29 ,UK,Premium,649,64,68,Sci-Fi,2,4,16,2,3,103,3,No,Yes,Adult
CUST15385,Male,25 ,Canada,Standard,499,6,44,Documentary,3,5,19,4,2,80,3,No,Yes,Adult
CUST15386,Male,66 ,South Korea,Standard,499,18,25,Romance,4,3,41,3,4,35,4,Yes,Yes,Senior
CUST15387,Male,49 ,France,Basic,199,23,37,Comedy,3,5,42,2,5,110,4,No,Yes,Middle Aged
CUST15388,Male,66 ,South Korea,Basic,199,25,36,Action,1,2,7,0,1,93,1,No,Yes,Senior
CUST15389,Male,56 ,France,Standard,499,39,60,Comedy,4,4,28,1,5,0,10,No,No,Senior
CUST15390,Male,44 ,Australia,Premium,649,39,28,Romance,2,5,21,1,1,108,6,Yes,No,Middle Aged
CUST15391,Female,58 ,UK,Standard,499,26,45,Documentary,2,4,25,8,5,97,6,Yes,Yes,Senior
CUST15392,Male,52 ,Japan,Premium,649,55,37,Romance,4,2,44,3,4,74,4,No,Yes,Middle Aged
CUST15393,Female,51 ,Brazil,Standard,499,33,15,Documentary,3,5,41,1,5,89,5,Yes,Yes,Middle Aged
CUST15394,Female,31 ,India,Premium,649,10,72,Drama,2,2,23,0,2,66,4,No,Yes,Adult
CUST15395,Male,32 ,Brazil,Premium,649,68,51,Action,4,5,28,1,4,81,10,No,Yes,Adult
CUST15396,Male,35 ,Canada,Premium,649,7,26,Sci-Fi,4,4,49,4,4,25,9,No,No,Adult
CUST15397,Male,25 ,Germany,Standard,499,55,42,Action,1,2,13,5,0,46,4,No,Yes,Adult
CUST15398,Male,57 ,Brazil,Basic,199,59,36,Romance,3,5,0,3,4,1,9,Yes,No,Senior
CUST15399,Female,52 ,Australia,Premium,649,28,66,Horror,5,2,7,6,2,117,3,No,Yes,Middle Aged
CUST15400,Male,55 ,Australia,Basic,199,34,39,Drama,5,2,29,8,4,46,2,Yes,Yes,Middle Aged
CUST15401,Male,51 ,Germany,Basic,199,63,37,Thriller,5,4,28,5,0,91,1,No,Yes,Middle Aged
CUST15402,Male,40 ,Brazil,Standard,499,24,20,Sci-Fi,1,1,20,3,5,25,9,No,No,Adult
CUST15403,Male,32 ,Brazil,Standard,499,72,36,Romance,2,5,14,4,4,47,6,Yes,Yes,Adult
CUST15404,Female,24 ,France,Premium,649,6,54,Drama,2,1,8,3,5,54,6,Yes,Yes,Young
CUST15405,Male,42 ,Germany,Premium,649,33,59,Sci-Fi,1,2,36,4,0,34,7,Yes,No,Middle Aged
CUST15406,Female,55 ,USA,Standard,499,17,48,Drama,1,5,38,3,4,99,3,Yes,Yes,Middle Aged
CUST15407,Male,56 ,Germany,Basic,199,23,67,Romance,4,3,2,2,5,62,9,Yes,Yes,Senior
CUST15408,Male,54 ,USA,Standard,499,64,53,Romance,1,2,15,6,3,113,2,No,Yes,Middle Aged
CUST15409,Female,24 ,India,Basic,199,7,25,Horror,1,2,7,7,1,2,3,No,Yes,Young
CUST15410,Male,70 ,France,Premium,649,58,24,Comedy,4,4,1,1,4,86,2,No,Yes,Senior
CUST15411,Male,50 ,UK,Premium,649,8,34,Action,1,3,33,1,0,15,10,Yes,No,Middle Aged
CUST15412,Male,32 ,India,Premium,649,14,41,Drama,1,5,18,3,1,55,9,No,No,Adult
CUST15413,Male,31 ,USA,Premium,649,1,9,Drama,2,4,29,5,0,20,9,No,No,Adult
CUST15414,Female,68 ,Germany,Premium,649,68,34,Drama,5,5,11,3,5,72,8,Yes,Yes,Senior
CUST15415,Male,69 ,Australia,Premium,649,44,28,Documentary,2,4,9,1,4,85,8,Yes,Yes,Senior
CUST15416,Female,40 ,France,Standard,499,32,65,Documentary,1,5,34,5,4,61,2,Yes,Yes,Adult
CUST15417,Female,35 ,Germany,Premium,649,25,33,Documentary,4,4,36,2,2,5,9,No,No,Adult
CUST15418,Male,31 ,UK,Premium,649,9,34,Documentary,2,4,35,3,3,51,1,Yes,Yes,Adult
CUST15419,Female,54 ,Australia,Basic,199,48,29,Action,5,2,23,6,4,88,3,Yes,Yes,Middle Aged
CUST15420,Male,63 ,South Korea,Standard,499,23,39,Thriller,4,4,32,2,3,113,4,Yes,Yes,Senior
CUST15421,Female,24 ,Brazil,Standard,499,56,29,Comedy,5,3,2,1,1,96,8,Yes,No,Young
CUST15422,Female,51 ,Japan,Standard,499,11,0,Thriller,5,4,15,7,2,44,4,No,Yes,Middle Aged
CUST15423,Male,61 ,USA,Basic,199,9,55,Action,2,5,13,1,2,84,7,Yes,No,Senior
CUST15424,Male,42 ,France,Premium,649,15,7,Sci-Fi,2,5,20,5,5,64,1,No,Yes,Middle Aged
CUST15425,Female,67 ,UK,Standard,499,40,20,Sci-Fi,2,4,17,4,5,62,4,No,Yes,Senior
CUST15426,Female,61 ,UK,Standard,499,70,61,Comedy,5,5,3,0,0,72,3,Yes,Yes,Senior
CUST15427,Female,64 ,Brazil,Standard,499,20,36,Action,1,4,46,0,3,96,1,No,Yes,Senior
CUST15428,Female,56 ,Brazil,Basic,199,52,41,Horror,3,3,32,8,2,21,4,Yes,No,Senior
CUST15429,Male,45 ,France,Standard,499,37,38,Documentary,3,2,15,2,2,50,10,Yes,No,Middle Aged
CUST15430,Female,29 ,Brazil,Standard,499,6,51,Thriller,2,1,14,6,4,110,8,No,Yes,Adult
CUST15431,Male,32 ,Canada,Standard,499,42,45,Romance,4,4,11,2,1,8,7,No,No,Adult
CUST15432,Female,36 ,Japan,Basic,199,55,51,Drama,5,3,13,3,4,12,1,Yes,Yes,Adult
CUST15433,Female,35 ,India,Basic,199,64,15,Action,3,2,42,6,1,12,1,Yes,No,Adult
CUST15434,Female,36 ,USA,Premium,649,53,53,Sci-Fi,1,3,16,6,1,20,9,No,No,Adult
CUST15435,Female,43 ,France,Basic,199,15,43,Thriller,5,3,14,2,5,41,10,No,No,Middle Aged
CUST15436,Female,40 ,Japan,Standard,499,66,5,Sci-Fi,3,4,20,7,1,16,4,Yes,Yes,Adult
CUST15437,Female,70 ,France,Standard,499,35,26,Documentary,5,2,30,6,2,74,3,Yes,Yes,Senior
CUST15438,Male,18 ,France,Standard,499,56,8,Action,3,5,49,2,1,84,3,Yes,Yes,Young
CUST15439,Male,28 ,Australia,Standard,499,27,30,Sci-Fi,2,5,3,0,3,112,4,Yes,Yes,Adult
CUST15440,Male,50 ,USA,Premium,649,45,77,Drama,1,1,45,1,2,50,9,No,No,Middle Aged
CUST15441,Female,58 ,Japan,Premium,649,18,28,Comedy,3,1,18,5,0,87,2,No,Yes,Senior
CUST15442,Female,39 ,South Korea,Basic,199,59,90,Comedy,2,2,44,2,5,47,9,No,Yes,Adult
